,episode,role_setting,images,symbol,guess,success
1713,1714,0,[18926  5769 25125 48807],40,3,False
1714,1715,0,[27579 12242 30465 45023],33,0,False
1715,1716,0,[31737  3265 20375  6496],33,0,True
1716,1717,0,[39499  6500 25028  1263],40,3,False
1717,1718,0,[23652  1339  7193 11562],33,1,False
1718,1719,0,[25612 52171 13501 16652],33,1,False
1719,1720,0,[18498 41025 24903 40405],40,3,False
1720,1721,0,[ 5531 42647 14935   739],40,2,True
1721,1722,0,[26492 49132 21526  2708],33,3,False
1722,1723,0,[21588 16462 40163 31917],33,1,False
1723,1724,0,[37096 29219 50502 13782],40,2,True
1724,1725,0,[25344 32599 31839    52],33,0,True
1725,1726,0,[35909 30562  7634 39272],33,2,False
1726,1727,0,[32077 30975 45305 18557],33,2,False
1727,1728,0,[17052 31727  7742 39875],40,1,True
1728,1729,0,[  454 23606 19371 43049],40,1,True
1729,1730,0,[28029   658 19616 17639],40,3,True
1730,1731,0,[51296 47335 10574 21155],33,0,False
1731,1732,0,[47691 36436 22232 31216],40,0,True
1732,1733,0,[43505 43531 15266 27400],40,0,True
1733,1734,0,[ 4899 31706 30341  7711],33,3,True
1734,1735,0,[ 3233 51195 30991 20433],40,1,True
1735,1736,0,[ 8446   743 41464 20112],40,3,False
1736,1737,0,[30475  1463  8877 51005],40,1,True
1737,1738,0,[37771 47391 15040 34696],33,2,True
1738,1739,0,[ 4490 39871 31993 49105],40,2,False
1739,1740,0,[52056  4696 23345 28257],40,0,False
1740,1741,0,[16213 18093 44732 24536],33,0,True
1741,1742,0,[37769 22601 13771 46250],33,2,True
1742,1743,0,[52140 21181 18188 31710],40,2,True
1743,1744,0,[14285 51823 28507 39808],40,3,False
1744,1745,0,[ 7198 35103  2569 24639],33,3,True
1745,1746,0,[20543 25162 17887 19760],33,1,False
1746,1747,0,[46112  6289 38344 18721],33,0,False
1747,1748,0,[44694 26797 40142 27660],33,3,True
1748,1749,0,[11356 35856  6994  3626],40,3,True
1749,1750,0,[40375 14803 52046 30395],40,3,False
1750,1751,0,[37724 24746 29476 35155],40,2,False
1751,1752,0,[40980 45895 37488 43033],40,0,False
1752,1753,0,[51339 10395 24437 36649],40,2,False
1753,1754,0,[30336  3182 44276  4654],40,3,True
1754,1755,0,[18464 21643  1147 35632],40,0,False
1755,1756,0,[35186  9595 25989 15646],33,1,False
1756,1757,0,[ 6392  3727 32715   957],40,2,False
1757,1758,0,[23810 22024 10046 38249],33,2,False
1758,1759,0,[24339 36877 30595 43541],33,2,False
1759,1760,0,[22310 10059 13433 45626],33,3,True
1760,1761,0,[49632  9596  9920  4696],33,1,False
1761,1762,0,[49988 50653 16240 13280],33,0,False
1762,1763,0,[21067 11158 47391 17277],33,3,False
1763,1764,0,[28242 13797 47194 37325],40,2,False
1764,1765,0,[51340 49977 10171 47481],40,1,False
1765,1766,0,[30628  5818 22617 35713],40,3,True
1766,1767,0,[ 8468 44952  5982 26463],33,1,True
1767,1768,0,[ 9982  3327 51170 39672],33,2,True
1768,1769,0,[38301 24394 21215 36641],33,2,True
1769,1770,0,[ 1120 48006 44306 34937],33,0,False
1770,1771,0,[47269  1501 11606 28071],40,2,False
1771,1772,0,[38950 50580 13800 30999],40,2,False
1772,1773,0,[ 6061 32565  3268 51705],40,0,False
1773,1774,0,[36177 44927 19944 18900],40,3,False
1774,1775,0,[39494 11867 18367 10362],33,2,False
1775,1776,0,[19101 29627 21222  9386],33,0,True
1776,1777,0,[ 9914 18088 10124 33433],33,0,True
1777,1778,0,[43994 32706 50650 14815],40,0,False
1778,1779,0,[ 3527  3269 20878 37169],40,1,False
1779,1780,0,[20232 43687 12359 43807],33,0,False
1780,1781,0,[35011  1438 45116 48877],33,0,True
1781,1782,0,[ 1303 14176 22459 28529],40,1,False
1782,1783,0,[13659 15647 10590 16052],33,2,False
1783,1784,0,[37627 21938 11943  5537],33,2,False
1784,1785,0,[31965 48202 39705 27619],33,0,False
1785,1786,0,[ 5921  7131 12037 36302],40,1,True
1786,1787,0,[26840 11233  5409  4817],33,2,True
1787,1788,0,[  489 50082  8715 49258],40,2,True
1788,1789,0,[51884 26802 52048 52295],40,2,True
1789,1790,0,[23956  3790 31555 12630],33,1,False
1790,1791,0,[40801 13217  2061  9450],33,0,False
1791,1792,0,[10763   215  4804  6385],40,0,False
1792,1793,0,[34024  3270 45836 44284],33,0,True
1793,1794,0,[46160 18589  8842 36872],40,2,False
1794,1795,0,[51527 44308 45485 41046],40,0,False
1795,1796,0,[38734  5453 46852 12949],33,0,True
1796,1797,0,[14058 10119 47969  3138],40,0,True
1797,1798,0,[25557  9579 34783 25808],33,0,False
1798,1799,0,[49216 48054 36154 34623],40,1,False
1799,1800,0,[20671 50624  6788  8223],40,1,False
1800,1801,0,[31222  5545 22124 16117],40,1,False
1801,1802,0,[39374 33818 16451 32151],33,3,False
1802,1803,0,[41426  9767  4453   889],33,2,True
1803,1804,0,[29466 25961 30385 15014],33,2,False
1804,1805,0,[13845 37892 12060 38081],40,3,False
1805,1806,0,[29529 51262 51549  2436],33,1,True
1806,1807,0,[ 3025 39552 20728 17588],40,0,False
1807,1808,0,[ 3894 13079 34524  8453],40,2,False
1808,1809,0,[23481  4457 33559 17682],40,2,True
1809,1810,0,[38139 23376 34083 26750],40,3,True
1810,1811,0,[30534  7563  4453 40585],40,1,False
1811,1812,0,[34215 22990 37383 26916],40,3,False
1812,1813,0,[31788 16486 44270 21735],40,3,False
1813,1814,0,[25218 29016 11172 44265],40,0,False
1814,1815,0,[ 2484 43985 18043 31166],33,1,False
1815,1816,0,[48239 28307 29830 18498],33,1,False
1816,1817,0,[12974 47701 44399 21028],40,3,True
1817,1818,0,[  492 34156 42864  9035],40,3,True
1818,1819,0,[ 2511 11073 30583 34142],40,3,False
1819,1820,0,[ 5428 27756 50515 10401],40,3,True
1820,1821,0,[42315 15659 28486 25706],33,1,False
1821,1822,0,[16384 33996 23996 28613],33,0,True
1822,1823,0,[33878 36835 34738 47655],40,0,True
1823,1824,0,[ 2049 11242  1167 20061],33,2,True
1824,1825,0,[ 1557 42767 30913 12062],33,0,True
1825,1826,0,[38774 17405  4349 46444],40,3,True
1826,1827,0,[51823 39143 33707 32953],40,0,True
1827,1828,0,[33354 17918 52230 28917],33,1,False
1828,1829,0,[38806   314 40060 51064],33,2,False
1829,1830,0,[ 1447 49900 50530 17670],40,2,False
1830,1831,0,[28361 40083 21027 12078],33,1,False
1831,1832,0,[21944 13496 41288 35283],33,0,False
1832,1833,0,[13160  9719 43191 16306],40,3,True
1833,1834,0,[24038 52000 24454  3449],40,2,True
1834,1835,0,[51207  7188 38439 21863],40,3,True
1835,1836,0,[44378 32077  6316 14470],40,2,True
1836,1837,0,[21624 45394 31555 42805],33,3,True
1837,1838,0,[50761 15644 12405 41008],40,1,False
1838,1839,0,[39456 31873 29127 25309],33,3,True
1839,1840,0,[28595 35587 37983 13879],40,1,False
1840,1841,0,[30437 28579 20415 35819],40,0,True
1841,1842,0,[34369 26640 37182  7779],40,2,False
1842,1843,0,[ 3753 26014 34945  7164],40,1,True
1843,1844,0,[13822 25438 16803 45687],40,1,True
1844,1845,0,[26989  7145 25056 21809],40,0,True
1845,1846,0,[31857 13378 39503 11525],33,3,False
1846,1847,0,[38468  7739 22137 29231],33,1,True
1847,1848,0,[50404  8991  2513 44680],40,2,True
1848,1849,0,[43551  1666 31134  2719],33,3,False
1849,1850,0,[28745 22435  8324 43739],40,0,False
1850,1851,0,[26982 10300 46138 41807],40,2,False
1851,1852,0,[18153 41674 11470 44359],40,0,True
1852,1853,0,[27741 39034 15590 15441],33,1,True
1853,1854,0,[16736 34238 43036 36625],33,0,True
1854,1855,0,[ 4300 35299 46418 15232],40,0,False
1855,1856,0,[22868 42759  8350 50079],33,0,False
1856,1857,0,[42387  6292 15400 23638],33,1,True
1857,1858,0,[ 3191 43210 28123 29010],40,3,False
1858,1859,0,[35169 29232 34329 30158],33,3,True
1859,1860,0,[45577 23630  7152 43977],33,1,False
1860,1861,0,[34788 13308 44880 29085],40,2,False
1861,1862,0,[23716 12370  5299 28432],33,0,True
1862,1863,0,[10484 13462 23391 22695],40,2,True
1863,1864,0,[ 1068 42255 13718 48339],40,1,False
1864,1865,0,[  338 30290 26291 41555],40,0,True
1865,1866,0,[ 5052 28178  4795 28719],40,1,True
1866,1867,0,[46488 25791 14035 43383],33,2,False
1867,1868,0,[40813 15068 46213 34554],33,3,False
1868,1869,0,[15811  8382 48659 25126],40,1,False
1869,1870,0,[24115 26418 32980 30399],40,1,True
1870,1871,0,[29134  7428 38715 19837],33,2,False
1871,1872,0,[47813 42382 39222 10224],40,1,True
1872,1873,0,[47600 40558  1731  2964],33,3,True
1873,1874,0,[ 2041  7609  5760 37506],33,0,True
1874,1875,0,[38452 45738 33305 21376],33,2,True
1875,1876,0,[24913 42623 23332 48042],40,2,False
1876,1877,0,[13676 39733 27355 24781],33,1,False
1877,1878,0,[17013   238 30189 43778],33,1,True
1878,1879,0,[34403  2949  7442 35324],33,0,False
1879,1880,0,[39098  9248 11120 24865],33,1,True
1880,1881,0,[18023  7644 46547 26855],33,1,False
1881,1882,0,[48334 37008  1176 52329],40,1,True
1882,1883,0,[51125 47959 17070  7149],33,1,False
1883,1884,0,[20331 10057 43355 43590],33,1,True
1884,1885,0,[31175  7059 48520 25683],33,1,True
1885,1886,0,[35944  5922 28082 31077],40,3,False
1886,1887,0,[16610 51175  7817 23780],33,2,False
1887,1888,0,[  441 31899 20901  9667],40,2,True
1888,1889,0,[35674 19731 16637 45110],40,3,False
1889,1890,0,[28306 15518 13472 19877],33,1,True
1890,1891,0,[52007 21541  8158 44738],33,2,False
1891,1892,0,[27847 22357 23559  6956],40,2,False
1892,1893,0,[43898 45557 15488 28793],40,3,True
1893,1894,0,[ 9280  4288 23877 20516],33,3,False
1894,1895,0,[17262 10288 14478  6234],40,3,True
1895,1896,0,[18707 46013 11144  5630],40,3,False
1896,1897,0,[49443 38049 43932 35909],33,0,False
1897,1898,0,[49694 14757  7464  8370],33,3,True
1898,1899,0,[22394 25767   487 50626],33,0,False
1899,1900,0,[50171 14748 11405 22713],33,0,False
1900,1901,0,[32003 51388  8538 30146],33,0,False
1901,1902,0,[31754 19122 35582 43979],40,1,False
1902,1903,0,[11425 15840 21011 22148],40,1,True
1903,1904,0,[ 3707 28512 41439 50919],40,1,False
1904,1905,0,[ 5385  4392  7394 51935],40,0,False
1905,1906,0,[ 6601 37190 43247 39440],33,2,True
1906,1907,0,[26067 51183 24731 36659],40,2,False
1907,1908,0,[26401 19883 13527  1369],33,0,True
1908,1909,0,[39725 16738 42684 30288],40,3,True
1909,1910,0,[24741 40915 30028 37469],33,0,False
1910,1911,0,[45517 33010  3571  1147],33,2,False
1911,1912,0,[30877  6580 23218 31407],40,0,False
1912,1913,0,[ 9431  7062 45767 52298],40,0,False
1913,1914,0,[18180 29272 20554  6078],40,0,False
1914,1915,0,[ 6435  4862 22547 10358],40,3,False
1915,1916,0,[43462 10598 29714 38195],40,0,True
1916,1917,0,[41315 34800 38306 18874],33,3,True
1917,1918,0,[14784 32447  2172 37523],33,3,False
1918,1919,0,[49047 36062 36288 48228],33,0,False
1919,1920,0,[ 6696 13034 16897 23971],40,0,False
1920,1921,0,[20140 14395 11516 39687],40,2,True
1921,1922,0,[41188 46934 41551 29556],40,0,True
1922,1923,0,[17808 50179 25196 50538],33,0,True
1923,1924,0,[ 2398 11184  4870 36493],33,1,True
1924,1925,0,[ 9503 19800 51386 30928],40,3,False
1925,1926,0,[19269 42916  3043 47594],33,2,False
1926,1927,0,[ 5756 31806 49822 18923],40,2,False
1927,1928,0,[46774  1761 49587  4785],40,1,True
1928,1929,0,[ 1531 13806  9632 30969],33,1,False
1929,1930,0,[ 7360 26611 51429 25837],40,1,False
1930,1931,0,[ 8412 51327 25029 23067],40,3,True
1931,1932,0,[51664  8583 39688 23829],33,3,False
1932,1933,0,[35195  5984  3541 42756],33,1,True
1933,1934,0,[24095 20498 20016 39612],40,3,False
1934,1935,0,[ 4107 45931 40041 11920],33,1,False
1935,1936,0,[26031 49679 17596 29773],40,0,True
1936,1937,0,[23727 17299 21996 12504],33,1,False
1937,1938,0,[24368 45608 31257 51376],33,0,True
1938,1939,0,[36447 16052 19538 39985],40,3,False
1939,1940,0,[39012 11408 36615 35769],33,3,False
1940,1941,0,[17856 33116  8156 15523],40,0,False
1941,1942,0,[51133  3089 48801  1423],33,2,False
1942,1943,0,[29402 38806 49836 20216],40,0,False
1943,1944,0,[18480   904  5801 41261],33,3,False
1944,1945,0,[10013  6389 10637 21115],40,3,False
1945,1946,0,[38567 17211  9096 13353],33,2,True
1946,1947,0,[44469  3137 11320 30263],33,2,False
1947,1948,0,[36019 35770  1781  9437],33,0,True
1948,1949,0,[31102 22241 48978 30617],33,2,True
1949,1950,0,[11760 45978 43811 48046],40,2,False
1950,1951,0,[26586 47994 31938 39416],40,1,True
1951,1952,0,[14598  8945  3879 33802],33,1,True
1952,1953,0,[ 4271 36429 11642 41503],33,0,False
1953,1954,0,[10716 25793 18335 15148],40,1,True
1954,1955,0,[52160  2794 29457 44372],33,3,False
1955,1956,0,[ 2436 49230  4400  6913],40,1,False
1956,1957,0,[14354 21408 30697 27631],40,3,True
1957,1958,0,[ 3147 31400  7503 28641],33,2,False
1958,1959,0,[18892 44202 22529 16355],40,2,False
1959,1960,0,[22061  7914  6385 46443],33,1,True
1960,1961,0,[39387 36693 13200 33551],40,2,False
1961,1962,0,[47425 49461 32827 26886],40,3,True
1962,1963,0,[29339 30581 44024 14694],33,3,False
1963,1964,0,[23720 48403 34718 30953],33,3,False
1964,1965,0,[35294 15559 33298  7807],33,0,True
1965,1966,0,[22059 11511 37886  2531],33,0,True
1966,1967,0,[44135 43773  2913 40673],33,0,True
1967,1968,0,[17440 20082 52329  4891],40,3,False
1968,1969,0,[42721 31681  4515  9092],33,1,True
1969,1970,0,[34475 45759 20174 23521],40,0,True
1970,1971,0,[12218 27916 27377 28910],40,0,True
1971,1972,0,[50556 43333 13255 31248],33,3,False
1972,1973,0,[14328  2019 45187 20796],40,0,True
1973,1974,0,[31790 14851  1656   632],33,2,False
1974,1975,0,[30703 29516 18302  1385],40,2,True
1975,1976,0,[16738 13948 29796 38472],33,1,True
1976,1977,0,[11340 36413   213 28601],40,1,False
1977,1978,0,[ 7072 27807  1797 35015],33,2,False
1978,1979,0,[10909  2993 38963 19160],40,0,True
1979,1980,0,[45754 34473 14502 33822],40,0,False
1980,1981,0,[12837 39605 45181 23915],40,3,False
1981,1982,0,[18213 22525 23442 17131],33,1,False
1982,1983,0,[26376  2532 46753 50444],33,1,False
1983,1984,0,[37188  7804 51000 49059],33,0,False
1984,1985,0,[36816 38000 14175 46481],40,0,False
1985,1986,0,[50220   150 38079 26676],33,3,False
1986,1987,0,[ 4326  6847 50588   673],33,1,True
1987,1988,0,[40321 21592 34133 48780],40,3,False
1988,1989,0,[ 6863 11060 38555 38778],33,0,True
1989,1990,0,[ 3732 52396 25118 30059],40,2,True
1990,1991,0,[41710 22244 39873 22122],40,2,True
1991,1992,0,[ 2855 25786 30021 35720],40,3,True
1992,1993,0,[17480  3224  1136 40480],40,0,False
1993,1994,0,[43083 37011 28219 38553],40,2,False
1994,1995,0,[14947   389 23550 43742],33,2,True
1995,1996,0,[39360 28045 47779 33972],33,1,True
1996,1997,0,[16300 25471 39913  7393],33,1,False
1997,1998,0,[32247 38550 32820 13983],40,3,True
1998,1999,0,[39768  9051 23421   609],33,1,True
1999,2000,0,[15246 43184 27899 23701],33,1,True
2000,2001,0,[18355 50692 46528 52102],33,3,True
2001,2002,0,[22719 28839 30869  1706],40,3,False
2002,2003,0,[ 8640  6164 44792 28154],40,2,False
2003,2004,0,[13081 16597 38661 35089],40,0,True
2004,2005,0,[36926 33252 16662 37766],40,0,True
2005,2006,0,[40175 39789 41408 24726],40,2,True
2006,2007,0,[10921 35903 18419 40390],40,2,False
2007,2008,0,[21215 13206 36506 49192],40,1,False
2008,2009,0,[44243 20643 16690 10774],40,0,True
2009,2010,0,[19908 41062  5195  7745],33,0,False
2010,2011,0,[13781 32936 37779 49363],40,3,True
2011,2012,0,[31344  6201  2698   457],33,3,True
2012,2013,0,[ 4815    54 37159 44587],33,3,False
2013,2014,0,[ 3681 49129 20219  9014],40,2,True
2014,2015,0,[ 9616 16591 16983 35938],33,1,True
2015,2016,0,[ 3605 30879 13380 29387],40,1,False
2016,2017,0,[51239 27049 44647 37762],40,0,True
2017,2018,0,[43347 24221 23131 34645],33,1,True
2018,2019,0,[ 9826 25289  4269  7449],33,0,True
2019,2020,0,[ 1852 21125  9693 38379],33,3,True
2020,2021,0,[12549 12859 15855  4846],40,2,False
2021,2022,0,[ 6169  3675 16319 51428],33,3,False
2022,2023,0,[45597 32467 45300 35243],33,1,False
2023,2024,0,[ 4403 33235 36213 33607],33,2,False
2024,2025,0,[12890 35364 21557 49969],40,0,False
2025,2026,0,[ 4439 14248 13538 21199],33,2,True
2026,2027,0,[23995 40274 44326  1350],33,0,True
2027,2028,0,[ 6702 30913 48263   806],40,2,True
2028,2029,0,[31803 22161 19561 29382],33,0,False
2029,2030,0,[42581 38863 16715 22564],33,1,False
2030,2031,0,[ 3199 36936 23061 26254],40,2,False
2031,2032,0,[ 3284 21566  2385 44577],40,2,True
2032,2033,0,[40495  9093 37434 42272],33,3,True
2033,2034,0,[41983  6682 20283 21850],40,1,True
2034,2035,0,[25783 28527 12369 14767],33,0,True
2035,2036,0,[45257 43635 38142 38361],40,0,True
2036,2037,0,[25408 40239 31067 43432],33,3,False
2037,2038,0,[10588 43001  9482 45581],40,0,True
2038,2039,0,[ 6450  8023  4311 37837],40,0,True
2039,2040,0,[42828 18554 24399 16913],40,2,False
2040,2041,0,[31450 33955 26037 48328],40,0,True
2041,2042,0,[17098  4986  9481 35185],40,0,False
2042,2043,0,[34528 38047 46103 20811],40,3,False
2043,2044,0,[26101 52334  1689 37334],40,1,False
2044,2045,0,[15687 32895 22840 19004],33,2,True
2045,2046,0,[51255 20529 47425 40258],33,1,False
2046,2047,0,[45529 29859  9193 43190],33,2,False
2047,2048,0,[24505 37696 31722 17679],40,3,False
2048,2049,0,[17898  3903 10444 38424],33,3,True
2049,2050,0,[27120 17983  5356 49747],33,1,True
2050,2051,0,[22022 19409 49897 20266],33,2,False
2051,2052,0,[  515  1740 13359 16603],40,2,False
2052,2053,0,[10914 36064  7415 45820],40,3,False
2053,2054,0,[11675  2820  9709 34901],40,1,True
2054,2055,0,[ 7117 39565 12371 25415],40,2,False
2055,2056,0,[31635 38781 42386 38061],33,0,True
2056,2057,0,[16930 11912 14072 21093],33,0,False
2057,2058,0,[35562 43700 21676 14558],40,3,False
2058,2059,0,[ 5123 23300  8833 42272],40,0,False
2059,2060,0,[19461 23733 26769 25578],33,0,True
2060,2061,0,[38114 45582   307 42857],40,2,False
2061,2062,0,[23443 18800  7243 11105],40,1,False
2062,2063,0,[24731 44880  1272 45063],33,3,False
2063,2064,0,[51552 18640 19042  1069],40,0,True
2064,2065,0,[27506  1291 35232 33053],33,0,True
2065,2066,0,[39311 23449 31512 26747],33,1,True
2066,2067,0,[12879 23156 18783 33840],40,1,True
2067,2068,0,[29714  6016 45349 24879],33,3,True
2068,2069,0,[ 8953 45775 30478 32920],33,2,True
2069,2070,0,[ 7268 32677 44986  5439],40,0,False
2070,2071,0,[40405 20402 26858 21207],33,2,False
2071,2072,0,[46767 15746 14262  3966],33,1,False
2072,2073,0,[22038 20234 52485 17068],40,2,False
2073,2074,0,[51807 13528 11208 27279],33,3,False
2074,2075,0,[ 7900 26585 39361 44437],40,3,True
2075,2076,0,[31852 26784 29433  1869],40,2,True
2076,2077,0,[50825 38126 15336 46686],33,2,False
2077,2078,0,[11540 14123 39124 14265],40,0,False
2078,2079,0,[ 9264  5724 11874   289],33,0,False
2079,2080,0,[30646 16964 47544 35016],40,1,True
2080,2081,0,[36413 31540 34702  3323],33,0,True
2081,2082,0,[29356 12189 11611 11007],40,2,False
2082,2083,0,[50648 19983 46078 10962],33,1,False
2083,2084,0,[45275 20937 41125  6245],40,2,True
2084,2085,0,[36213 42481 13715 14729],40,2,True
2085,2086,0,[32899 30160  1081 10360],33,1,True
2086,2087,0,[21187 38717 14100 46587],40,2,False
2087,2088,0,[14631 27364 34241 48971],40,1,False
2088,2089,0,[12893 46747 43747 41603],40,0,False
2089,2090,0,[ 7076  6476 40507 22964],33,1,False
2090,2091,0,[37678 40957 39599  6674],40,2,False
2091,2092,0,[18552 16821 37228 26528],40,3,False
2092,2093,0,[ 3927 15786   865 22925],40,2,False
2093,2094,0,[17447 11741  2065 27395],40,2,False
2094,2095,0,[29469 51660 29670  7076],33,3,False
2095,2096,0,[ 4680 49829 36411 44935],40,0,True
2096,2097,0,[39645 19504  7226 37335],40,1,False
2097,2098,0,[29483 15134 50318 14488],33,3,True
2098,2099,0,[14885 16753 24223  9556],33,3,False
2099,2100,0,[17289  8122 27140  2610],40,3,False
2100,2101,0,[37125 20679  5147 32298],40,2,False
2101,2102,0,[  403 50289 32153 33488],40,1,True
2102,2103,0,[49873  6378 32939 31870],33,2,True
2103,2104,0,[19894  3283 31754 44684],33,3,False
2104,2105,0,[44331 49033  1867 26127],40,2,True
2105,2106,0,[15609 26612 21839 47761],40,2,False
2106,2107,0,[13437 30873 42441 44497],40,2,False
2107,2108,0,[10195 17177 17481 20180],40,3,False
2108,2109,0,[ 9483  4840 19700  4958],40,3,False
2109,2110,0,[14793 28882 22716 26164],40,1,False
2110,2111,0,[ 3985 35832 23350   377],40,1,True
2111,2112,0,[34533 37163 25720 29536],40,1,False
2112,2113,0,[ 8012 32756 26149 33348],40,3,False
2113,2114,0,[39366 10359 27762 46581],40,3,False
2114,2115,0,[52259 37472 37791 43491],40,3,False
2115,2116,0,[41101 44560 31682 26456],33,3,True
2116,2117,0,[41166  8538 44026 45527],33,3,False
2117,2118,0,[48752 38799 40814 27146],40,2,False
2118,2119,0,[38357 50027 32347 46695],33,3,False
2119,2120,0,[47838 10814 38895 16936],40,3,True
2120,2121,0,[50634  1158 11951 38448],33,3,False
2121,2122,0,[31471 26962 29357 21717],40,1,False
2122,2123,0,[19062 50304  3674  2741],33,3,True
2123,2124,0,[24979 16671 41453 19506],40,1,True
2124,2125,0,[15904 45603    63  6376],33,3,True
2125,2126,0,[46406 49228  6833 49083],33,1,False
2126,2127,0,[17483 48878 28478 23288],40,3,True
2127,2128,0,[10486 23625 48725 14194],40,0,False
2128,2129,0,[42238 33878 16311 20151],33,2,False
2129,2130,0,[35614 15977 30193  2449],33,2,False
2130,2131,0,[30043 46969 34009 44969],33,1,True
2131,2132,0,[22403 41372 48467 23761],40,1,False
2132,2133,0,[33869 16030 28419 41335],40,3,True
2133,2134,0,[45069 36249 23013 26676],40,2,False
2134,2135,0,[ 2514 34585  7435 49380],33,0,True
2135,2136,0,[10734 28593 39847  5743],40,0,True
2136,2137,0,[37329 20577 40787 34607],40,3,True
2137,2138,0,[ 1337 12587 44634  5952],40,1,False
2138,2139,0,[ 5400  2941 21488 44409],40,2,True
2139,2140,0,[31193 21873 20147 42284],40,3,False
2140,2141,0,[25940 17298  1050 50738],33,3,False
2141,2142,0,[ 7373 36136  9678 51596],40,0,True
2142,2143,0,[15555 10966 26463 29873],40,0,True
2143,2144,0,[51971 11475 29178 51649],40,2,False
2144,2145,0,[32204 49749 50314  9037],40,3,True
2145,2146,0,[27450 34395 29361 21733],33,1,False
2146,2147,0,[33851  6661 51104 12244],40,3,False
2147,2148,0,[19119 17868 50283 27868],40,3,False
2148,2149,0,[39089 10407 51271 13848],40,2,True
2149,2150,0,[38891 50993 31990 31840],40,2,True
2150,2151,0,[47898 29873   525 42054],33,2,True
2151,2152,0,[ 6380 11946  8818 13063],40,3,True
2152,2153,0,[46478  6259 22565 37145],40,0,False
2153,2154,0,[24261 25918 49644 10719],33,2,True
2154,2155,0,[30206 14526 15135 23713],40,1,False
2155,2156,0,[ 2225 42867 49519   899],33,1,True
2156,2157,0,[ 3689 15259 26531 16899],40,2,True
2157,2158,0,[28289 13006  6569  4794],33,0,False
2158,2159,0,[13978 42684 51670 10582],40,1,True
2159,2160,0,[16319 26182   339   679],40,2,False
2160,2161,0,[52027 11410  2810 11662],33,1,False
2161,2162,0,[32753 25645 26015 46439],40,3,True
2162,2163,0,[42378 50659 10030 27294],33,1,True
2163,2164,0,[38330 21998  8605 26606],33,1,False
2164,2165,0,[12874 35532 42034 20130],40,3,False
2165,2166,0,[37746 17154 50830 32045],33,1,True
2166,2167,0,[46451 11517 43784  6499],33,0,False
2167,2168,0,[12505  9478 24339 24721],40,1,True
2168,2169,0,[45118 29274 28562 22304],33,1,True
2169,2170,0,[38204  7126 29492 38478],40,2,False
2170,2171,0,[49412 47184 34652 52442],33,2,True
2171,2172,0,[50487 44638 21214 16081],40,2,True
2172,2173,0,[19569 45399 15904 22086],33,2,False
2173,2174,0,[36415 39445 11298 31559],33,2,True
2174,2175,0,[15707 20641 48505 10130],33,3,True
2175,2176,0,[50912 32988 39038 10703],33,1,True
2176,2177,0,[31166 46651 15680  3666],40,3,True
2177,2178,0,[ 6605 29997 51243 35427],33,1,True
2178,2179,0,[13836 51351 12553 34423],33,0,False
2179,2180,0,[44413 31912 34048 44780],40,3,False
2180,2181,0,[ 9693  1666 33652 43877],40,3,False
2181,2182,0,[30077   271  3649 48532],40,1,False
2182,2183,0,[21596 50718 25438 45478],33,2,False
2183,2184,0,[25009  6589 30745 40236],40,2,True
2184,2185,0,[ 8869 11570 37703 34024],40,3,False
2185,2186,0,[32213 33857  4481 10090],40,1,True
2186,2187,0,[49698 30681   806 43848],33,2,False
2187,2188,0,[17766 18070  8635 49044],40,2,False
2188,2189,0,[12031  5739 42207 24222],40,2,True
2189,2190,0,[17260 27881 16481  4764],40,3,True
2190,2191,0,[26447 24150 18850    71],33,1,True
2191,2192,0,[33100 26495 15025 39237],40,3,True
2192,2193,0,[ 5922 17222 16859  3831],33,3,False
2193,2194,0,[47946 47710 42607 44641],33,1,True
2194,2195,0,[13534 20551 17350  7161],40,2,True
2195,2196,0,[32094   478 48749 24030],40,2,False
2196,2197,0,[32272  1793 19033 42847],40,0,True
2197,2198,0,[18572  3829 32619 50761],40,0,False
2198,2199,0,[36443 18784 10558  1448],33,3,False
2199,2200,0,[51103 24569 22236 15241],40,2,False
2200,2201,0,[ 4996 13070 31203 27428],40,1,True
2201,2202,0,[46769 47581 43635  7832],40,2,False
2202,2203,0,[23966 17839 40214 40029],40,1,False
2203,2204,0,[48980 38511 10024 20852],40,2,False
2204,2205,0,[21226 30719 28742 11065],33,1,True
2205,2206,0,[50076 17639 30695 51353],40,0,False
2206,2207,0,[34296 51386 36574 22785],33,0,False
2207,2208,0,[15208 23622   451 27126],33,0,False
2208,2209,0,[30898 25491 30755 40567],33,1,True
2209,2210,0,[39523  8516 13529 30584],33,2,False
2210,2211,0,[35352 49513 13641  7887],33,0,True
2211,2212,0,[38158 16736 33267 16077],33,0,False
2212,2213,0,[14504  3285 41789 11846],33,2,True
2213,2214,0,[31732 30779  1799 52177],40,3,False
2214,2215,0,[ 6888 43137 43374 51476],40,1,True
2215,2216,0,[31393 38402 43497 27174],40,1,False
2216,2217,0,[ 3355 14321  6312 43162],40,1,False
2217,2218,0,[43138 32842 14262 30811],33,3,True
2218,2219,0,[11762 24018 30250 32381],40,3,False
2219,2220,0,[20526 41159 52251 50357],33,0,True
2220,2221,0,[27601 20946 48559  7894],33,0,True
2221,2222,0,[15953 15788  8740 35223],33,2,False
2222,2223,0,[21906 39339 49739 50807],33,3,True
2223,2224,0,[34925 37662 49217 44347],33,3,True
2224,2225,0,[35917 11092 21532 50783],33,0,False
